location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered
AR,2021-01-02,AR,Argentina,7767,166,7767,166,20334,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.740741,18.098765,33.962963,0.0,43.58135,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-03,AR,Argentina,4934,157,12701,323,20529,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.95679,17.950617,33.45679,13.1445,74.880846,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-04,AR,Argentina,13953,157,26654,480,25164,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.894444,18.072222,30.244444,1.4986,60.805923,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-05,AR,Argentina,14085,160,40739,640,29852,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.104938,16.135802,30.685185,8.28675,72.972595,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-06,AR,Argentina,14496,131,55235,771,34162,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.919753,13.290123,26.580247,5.108222,52.241997,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-07,AR,Argentina,13722,160,68957,931,42092,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.122222,12.755556,32.383333,0.0,39.691672,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-08,AR,Argentina,13932,162,82889,1093,54090,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.833333,16.5,33.076389,3.265714,57.254261,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-09,AR,Argentina,9959,158,92848,1251,58552,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.728395,13.185185,29.364198,13.687778,61.715447,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-10,AR,Argentina,5174,165,98022,1416,59043,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.895062,17.160494,32.462963,0.0,62.971625,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-11,AR,Argentina,13076,170,111098,1586,67496,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.822222,16.9,32.977778,17.3736,69.595456,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-12,AR,Argentina,12787,172,123885,1758,75681,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.866667,13.45,27.516667,3.0226,54.836353,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-13,AR,Argentina,13374,155,137259,1913,82837,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.622222,15.288889,28.655556,0.056444,60.0651,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-14,AR,Argentina,12131,149,149390,2062,89912,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.244444,18.45,30.066667,0.7874,60.988179,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-15,AR,Argentina,11384,191,160774,2253,97355,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.135802,18.067901,31.098765,18.683111,71.572632,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-16,AR,Argentina,8426,174,169200,2427,99874,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-17,AR,Argentina,4951,180,174151,2607,100339,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-18,AR,Argentina,12019,186,186170,2793,104504,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-19,AR,Argentina,12038,170,198208,2963,110155,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-20,AR,Argentina,11380,194,209588,3157,118646,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-21,AR,Argentina,10402,219,219990,3376,124635,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-22,AR,Argentina,9964,184,229954,3560,128560,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-23,AR,Argentina,6677,176,236631,3736,130257,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-24,AR,Argentina,3770,192,240401,3928,130385,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-25,AR,Argentina,10045,184,250446,4112,136432,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-26,AR,Argentina,10304,191,260750,4303,141966,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-27,AR,Argentina,9888,189,270638,4492,146224,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-28,AR,Argentina,9265,168,279903,4660,153122,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-29,AR,Argentina,8722,152,288625,4812,163197,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-30,AR,Argentina,6385,167,295010,4979,167354,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-31,AR,Argentina,3915,148,298925,5127,167611,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-01,AR,Argentina,8937,161,307862,5288,176063,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-02,AR,Argentina,9149,161,317011,5449,186296,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-03,AR,Argentina,8659,154,325670,5603,197780,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-04,AR,Argentina,8113,165,333783,5768,209559,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-05,AR,Argentina,7688,166,341471,5934,223224,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-06,AR,Argentina,5120,147,346591,6081,227709,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-07,AR,Argentina,2910,158,349501,6239,228279,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-08,AR,Argentina,7383,120,356884,6359,238001,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-09,AR,Argentina,7761,138,364645,6497,246347,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-10,AR,Argentina,7122,156,371767,6653,252792,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-11,AR,Argentina,7167,125,378934,6778,260187,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.0,9.0,25.0,2.0,57.0,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-12,AR,Argentina,7184,122,386118,6900,266804,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.0,9.0,25.0,2.0,57.0,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-13,AR,Argentina,4902,148,391020,7048,268110,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-14,AR,Argentina,2716,126,393736,7174,268175,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-15,AR,Argentina,3890,142,397626,7316,268739,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.716049,16.759259,31.598765,0.028222,71.702272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-16,AR,Argentina,3550,105,401176,7421,269314,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.816667,14.211111,27.472222,0.3048,64.079028,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-17,AR,Argentina,7890,131,409066,7552,279766,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.072222,14.283333,30.588889,0.0,56.472677,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-18,AR,Argentina,7858,145,416924,7697,307412,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.994444,15.638889,31.661111,5.7912,55.259962,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-19,AR,Argentina,7482,133,424406,7830,337025,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.123457,16.419753,31.703704,0.6096,71.379728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-20,AR,Argentina,4884,115,429290,7945,351450,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.166667,22.12963,27.32716,0.0,51.961867,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-21,AR,Argentina,2981,131,432271,8076,360572,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.845679,16.54321,29.993827,0.0,59.594203,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-22,AR,Argentina,7421,138,439692,8214,389916,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.876543,17.512346,31.395062,0.451556,62.274628,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-23,AR,Argentina,7131,129,446823,8343,428144,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.444444,15.783333,31.161111,2.921,56.592614,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-24,AR,Argentina,7017,118,453840,8461,469262,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.65,13.5,30.255556,0.0,56.93425,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-25,AR,Argentina,7030,129,460870,8590,504235,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.185185,15.432099,31.679012,0.0,59.441252,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-26,AR,Argentina,6669,108,467539,8698,540391,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.802469,17.462963,32.160494,0.0,58.852159,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-27,AR,Argentina,4540,115,472079,8813,548570,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.728395,17.783951,32.271605,2.709333,60.587571,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-28,AR,Argentina,2553,117,474632,8930,551500,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.302469,17.567901,31.62963,10.740571,71.860864,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-01,AR,Argentina,7466,123,482098,9053,584867,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.623457,19.049383,30.537037,4.092222,75.061864,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-02,AR,Argentina,7245,141,489343,9194,618243,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.308642,18.234568,30.561728,0.471714,72.826054,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-03,AR,Argentina,7505,122,496848,9316,649765,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.919753,17.864198,30.697531,0.108857,74.282136,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-04,AR,Argentina,7120,112,503968,9428,699163,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.919753,17.154321,31.611111,0.0,67.395154,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-05,AR,Argentina,7199,140,511167,9568,748537,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.166667,17.41358,31.512346,0.0,68.54643,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-06,AR,Argentina,4757,94,515924,9662,773432,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.030864,16.209877,31.518519,0.0,63.382957,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0,0
